v1,v2
spam,Đừng bỏ lỡ! Giảm giá 30% cho các sản phẩm công nghệ chỉ trong hôm nay.
ham,Thông báo: Cuộc họp đội nhóm tuần này sẽ diễn ra vào sáng thứ 6 tại phòng họp B.
spam,Cơ hội vàng: Sở hữu ngay chiếc laptop mơ ước chỉ với 5 triệu đồng.
ham,Khóa học kỹ năng thuyết trình sẽ bắt đầu vào ngày 20. Vui lòng hoàn tất đăng ký sớm!
spam,Mua ngay khóa học lập trình giảm 70% trong tuần này. Hãy để tương lai bạn bừng sáng!
ham,Hệ thống đã cập nhật điểm thi học kỳ của bạn. Hãy kiểm tra tại trang cá nhân.
spam,Chương trình quà tặng đặc biệt: Nhận ngay 1 chiếc smartwatch khi mua sản phẩm XYZ.
ham,Thông báo: Nhà trường sẽ tổ chức buổi ngoại khóa vào thứ 7. Mời bạn tham gia!
spam,Săn vé xem concert của thần tượng chỉ với 100.000 VNĐ. Nhấn vào đây để đặt ngay!
ham,Cuộc họp công đoàn tháng này sẽ diễn ra tại hội trường A vào lúc 9h sáng.
spam,Mua sắm không lo giá! Giảm 40% cho tất cả sản phẩm tại cửa hàng ABC.
ham,Nhắc nhở: Buổi kiểm tra sức khỏe định kỳ của công ty sẽ diễn ra vào tuần sau.
spam,Nhận ngay voucher giảm giá 200.000 VNĐ khi đặt bàn tại nhà hàng XYZ
ham,Thư mời: Tham gia buổi lễ trao giải học sinh xuất sắc vào cuối tuần này.
spam,Tăng thu nhập thụ động lên đến 10 triệu/tháng chỉ bằng cách đầu tư vào ứng dụng này!
ham,Lịch trình học hè đã được cập nhật. Vui lòng kiểm tra email để nhận thông tin chi tiết.
spam,Giải cứu mùa hè: Điều hòa không khí giảm giá sốc chỉ còn 6 triệu đồng!
ham,Bạn có một bưu kiện từ nước ngoài. Vui lòng đến nhận tại bưu cục gần nhất.
spam,Chỉ hôm nay: Đặt vé máy bay giá rẻ nội địa với ưu đãi giảm 50%!
ham,Hóa đơn tiền điện tháng này của bạn là 500.000 VNĐ. Vui lòng thanh toán trước ngày 10.
spam,Cơ hội trúng xe ô tô khi mua hàng tại siêu thị ABC. Tham gia ngay hôm nay!
ham,Bạn đã được thêm vào lớp học lập trình cơ bản. Hãy kiểm tra lịch học trong file đính kèm.
spam,"Ưu đãi mùa hè: Tham gia tour nghỉ dưỡng Phú Quốc với giá chỉ 2,9 triệu đồng!"
ham,Thông báo: Buổi dã ngoại của công ty sẽ diễn ra vào cuối tuần này. Mời bạn tham gia!
spam,Nhận ngay 1 triệu đồng tiền thưởng khi mở tài khoản ngân hàng hôm nay.
ham,Thầy cô gửi thông báo về việc cập nhật sách giáo khoa mới. Vui lòng xem chi tiết.
spam,Khám phá bí mật giảm cân chỉ trong 7 ngày với thực phẩm chức năng XYZ!
ham,Hệ thống đã nhận được yêu cầu thay đổi mật khẩu. Hãy kiểm tra email để xác nhận.
spam,Bạn đã trúng thưởng gói spa trị giá 2 triệu đồng. Vui lòng liên hệ để nhận quà!
ham,Đội bóng lớp bạn sẽ tham gia giải đấu giao hữu vào cuối tuần này. Hãy cổ vũ!
spam,Mua 1 tặng 1 tất cả các sản phẩm làm đẹp trong tuần này. Hãy nhanh tay đặt hàng!
ham,Nhắc nhở: Hội thảo chia sẻ kinh nghiệm khởi nghiệp sẽ diễn ra vào chiều thứ 5.
spam,Nhận ngay ưu đãi 500.000 VNĐ khi đặt trước sản phẩm điện máy ABC!
ham,Buổi họp báo cáo kết quả công việc quý 3 sẽ diễn ra tại phòng họp chính.
ham,Hóa đơn dịch vụ Internet tháng này đã có. Vui lòng kiểm tra và thanh toán sớm.
spam,Bạn đã được chọn tham gia vòng quay may mắn. Cơ hội nhận phần thưởng lớn!
ham,Thư mời: Tham gia buổi giới thiệu sách mới tại thư viện trung tâm.
spam,Chương trình tri ân khách hàng: Nhận quà tặng miễn phí khi mua sản phẩm ABC.
ham,Cuộc họp phụ huynh cuối kỳ sẽ diễn ra vào tuần tới. Rất mong sự tham dự của bạn.
ham,Lịch nghỉ Tết âm lịch của công ty đã được cập nhật. Vui lòng xem file đính kèm.
spam,"Giảm giá đặc biệt: Tivi 4K chỉ còn 10 triệu đồng. Số lượng có hạn, đặt ngay!"
ham,Thư mời: Hội thảo phát triển kỹ năng giao tiếp sẽ diễn ra vào ngày 25 tới
spam,Nhận ngay 3 tháng miễn phí khi nâng cấp gói dịch vụ Internet siêu tốc.
ham,Nhắc nhở: Hồ sơ bảo hiểm của bạn cần được cập nhật trước ngày 15.
spam,Tham gia ngay khoá học tiếng Anh online chỉ với 199.000 VNĐ. Đăng ký tại đây!
ham,Thông báo: Buổi họp lớp kỷ niệm 10 năm ra trường sẽ diễn ra vào tháng sau.
spam,Cơ hội trúng iPhone 15 khi tham gia chương trình ưu đãi tại cửa hàng ABC.
ham,Bạn đã nhận được thư mời phỏng vấn cho vị trí ứng tuyển tại công ty XYZ. Kiểm tra ngay!
spam,Hôm nay chỉ: Sở hữu đồng hồ thông minh giảm giá đến 50%. Đặt ngay!
ham,Thông báo: Lịch học kỳ mới đã có. Vui lòng kiểm tra hệ thống để biết thêm chi tiết.
spam,Mua vé xem phim online để nhận ngay bắp nước miễn phí. Chỉ có tại rạp CGV!
ham,Buổi họp giao ban sẽ diễn ra vào 9h sáng mai. Đừng quên tham dự!
spam,Đặt hàng ngay hôm nay để nhận ưu đãi vận chuyển miễn phí toàn quốc.
ham,Học bổng toàn phần du học Úc năm nay đã mở đơn. Xem chi tiết tại đây.
spam,Tham gia ngay khóa học lái xe ô tô với ưu đãi giảm giá đến 2 triệu đồng!
ham,Thông báo: Công ty tổ chức chương trình hiến máu tình nguyện vào ngày 18.
spam,Tận hưởng ưu đãi giảm 40% tất cả các sản phẩm gia dụng tại ABC Home!
ham,Đội bóng lớp bạn sẽ thi đấu vào chiều Chủ nhật này. Hãy cùng nhau cổ vũ!
spam,Nhận voucher 500.000 VNĐ khi mua sản phẩm tại siêu thị điện máy XYZ!
ham,Chương trình thiện nguyện của trường sẽ diễn ra vào tuần tới. Rất mong bạn tham gia.
spam,Cơ hội học lập trình Python từ cơ bản đến nâng cao chỉ với 499.000 VNĐ.
ham,Thư cảm ơn: Cảm ơn bạn đã tham gia chương trình hỗ trợ cộng đồng của chúng tôi.
spam,Nhận ngay bộ quà tặng hấp dẫn khi mở thẻ tín dụng ABC hôm nay!
ham,Cuộc họp tổng kết cuối năm sẽ diễn ra vào ngày 28. Mời bạn tham dự đầy đủ.
spam,Giảm giá kịch sàn: Máy rửa bát giảm 3 triệu đồng chỉ trong hôm nay!
ham,Chương trình hỗ trợ vay vốn lãi suất thấp đã mở đăng ký. Vui lòng kiểm tra thông tin.
spam,Giảm cân cấp tốc 5kg trong 2 tuần với sản phẩm tự nhiên XYZ. Tìm hiểu ngay!
ham,Thông báo: Chương trình khuyến mãi nạp thẻ điện thoại tặng 50% đã bắt đầu.
spam,Mua ngay điện thoại Samsung Galaxy giảm giá sốc chỉ còn 7 triệu đồng.
ham,Cuộc họp với đối tác vào thứ 4 tuần này sẽ diễn ra tại phòng họp A.
spam,Hàng ngàn sản phẩm đồ chơi trẻ em giảm giá 40%. Đặt hàng ngay hôm nay!
ham,Thông báo: Hóa đơn tiền điện tháng này đã được gửi đến email của bạn.
spam,Nhận quà tặng đặc biệt khi sử dụng dịch vụ làm đẹp tại Spa ABC.
ham,Kế hoạch tổ chức buổi lễ kỷ niệm công ty đã được gửi đến tất cả các nhân viên.
ham,Hóa đơn nước tháng này của bạn là 300.000 VNĐ. Vui lòng thanh toán trước ngày 12.
spam,Chỉ 3 ngày: Đặt phòng khách sạn cao cấp với giá chỉ từ 1 triệu đồng/đêm.
ham,Nhắc nhở: Thời hạn nộp báo cáo quý 4 sẽ kết thúc vào thứ 6 tuần này.
spam,Ưu đãi siêu hot: Nhận 1 triệu VNĐ khi giới thiệu bạn bè tham gia ứng dụng!
ham,Thông báo: Đơn hàng của bạn đã được giao thành công. Cảm ơn bạn đã mua sắm!
ham,Hội thảo khoa học về biến đổi khí hậu sẽ được tổ chức vào ngày 15. Mời bạn tham gia!
spam,Cơ hội đầu tư bất động sản với lãi suất siêu ưu đãi chỉ có hôm nay.
ham,Bạn đã được thêm vào nhóm nghiên cứu khóa học. Kiểm tra tài liệu trong file đính kèm.
spam,Nhận ngay 1 năm miễn phí bảo hành khi mua laptop tại cửa hàng ABC.
ham,Nhắc nhở: Hạn chót nộp bài tập nghiên cứu là thứ 6 tuần này. Đừng quên!
spam,"Đăng ký gói tập gym chỉ với 299.000 VNĐ/tháng, nhanh tay để giữ vóc dáng lý tưởng!"
ham,Lịch kiểm tra y tế định kỳ đã được gửi đến bạn. Vui lòng xem chi tiết trong email.
spam,Ưu đãi cuối năm: Giảm 50% tất cả các khóa học yoga và thiền định.
ham,Thư mời: Tham gia chương trình văn nghệ chào đón sinh viên mới vào tuần tới.
spam,Đăng ký tham gia hội thảo công nghệ AI để nhận quà tặng hấp dẫn ngay hôm nay!
ham,Nhắc nhở: Cuộc họp nhóm sẽ diễn ra vào 14h chiều mai tại phòng họp chính.
spam,Giảm giá đến 70% các thiết bị nhà bếp thông minh. Đừng bỏ lỡ!
ham,Lớp học ngoại ngữ cho trẻ em bắt đầu vào ngày 20 tháng này. Hãy đăng ký ngay!
spam,Tham gia trò chơi may mắn để trúng 1 chuyến du lịch Maldives miễn phí!
ham,Chương trình từ thiện của tổ chức sẽ tổ chức phát quà cho người vô gia cư vào tuần tới.
spam,Thẻ tín dụng ưu đãi hoàn tiền lên đến 5%. Mở thẻ ngay hôm nay!
ham,Lịch biểu diễn văn nghệ của trường đã có. Kiểm tra tại bảng thông báo.
spam,Săn voucher mua sắm lên đến 1 triệu VNĐ khi tải app ABC. Đăng ký ngay!
ham,Thông báo: Hội thảo phát triển kỹ năng mềm sẽ được tổ chức vào thứ 7 này.
spam,Đừng bỏ lỡ cơ hội nhận 2 vé xem phim miễn phí khi tham gia khảo sát này!
ham,Hóa đơn tiền điện tháng này của bạn là 550.000 VNĐ. Vui lòng thanh toán trước ngày 10.
spam,Cơ hội mua xe ô tô trả góp lãi suất 0%. Đăng ký tại đây để được tư vấn miễn phí!
ham,Hệ thống thư viện đã nhận được yêu cầu gia hạn sách của bạn. Kiểm tra email để xác nhận
spam,Khám phá bí quyết dưỡng da với bộ sản phẩm cao cấp giảm giá đến 50%!
ham,Thông báo: Trường sẽ tổ chức lễ khai giảng vào sáng thứ 2 tuần tới.
spam,Nhận ngay phiếu giảm giá 500.000 VNĐ khi đặt hàng tại siêu thị XYZ.
ham,Nhắc nhở: Thời hạn gửi đề xuất dự án nghiên cứu sẽ kết thúc vào cuối tháng này.
spam,Tham gia ngay chương trình giảm cân cấp tốc chỉ trong 2 tuần với thực đơn khoa học.
ham,Lịch thi cuối kỳ đã được cập nhật. Vui lòng kiểm tra trên hệ thống quản lý học vụ.
spam,Cơ hội trúng thưởng máy tính bảng khi mua sắm tại trung tâm thương mại ABC!
ham,Thông báo: Kế hoạch bảo trì hệ thống sẽ diễn ra từ 0h đến 6h ngày mai.
spam,Giảm giá 40% cho các khóa học trực tuyến. Tham gia ngay để nhận ưu đãi!
ham,Bạn đã được chọn tham gia chương trình trao đổi sinh viên quốc tế. Chúc mừng!
spam,Đừng bỏ lỡ cơ hội: Mua 1 tặng 1 toàn bộ sản phẩm tại cửa hàng thời trang XYZ.
ham,Cuộc thi viết bài về chủ đề bảo vệ môi trường đã bắt đầu. Tham gia ngay!
spam,Đăng ký mở tài khoản ngân hàng hôm nay để nhận quà tặng trị giá 1 triệu đồng!
ham,Chuyến đi thực tế của lớp sẽ diễn ra vào ngày 30. Xem chi tiết tại email này.
spam,Nhận ngay phiếu mua hàng trị giá 300.000 VNĐ khi chia sẻ bài viết này!
ham,Lịch thi đấu bóng đá giao hữu đã được gửi qua email. Vui lòng kiểm tra.
spam,Cơ hội vàng: Giảm giá đến 80% sản phẩm công nghệ tại cửa hàng ABC. Đặt ngay!
ham,"Kính gửi Quý khách,Chúng tôi rất vui mừng thông báo về hội thảo trực tuyến sắp tới với chủ đề ‘Xu hướng phát triển công nghệ năm 2024’. Hội thảo sẽ diễn ra vào ngày 20 tháng này từ 14h đến 17h. Đây là cơ hội để bạn gặp gỡ các chuyên gia hàng đầu trong lĩnh vực công nghệ và tìm hiểu về những giải pháp đổi mới. Vui lòng đăng ký trước ngày 18 để nhận liên kết tham dự. Chúng tôi rất mong được gặp bạn tại sự kiện này!Trân trọng, Ban tổ chức."
spam,"Chúc mừng bạn!Bạn là người may mắn được chọn nhận phần thưởng là một chuyến du lịch 5 ngày 4 đêm tại Phú Quốc. Để nhận giải, vui lòng truy cập trang web www.travelprize2024.com và điền thông tin của bạn trước ngày 25 tháng này. Lưu ý, số lượng phần thưởng có hạn, vì vậy hãy nhanh tay để không bỏ lỡ cơ hội này! Hãy chuẩn bị để tận hưởng kỳ nghỉ trong mơ của bạn!Trân trọng, Đội ngũ tổ chức chương trình."
ham,
spam,"Đừng bỏ lỡ! Chương trình giảm giá đặc biệt cho dịp Tết Nguyên Đán đã bắt đầu! Từ nay đến ngày 29, bạn sẽ được giảm ngay 30% khi mua sắm bất kỳ sản phẩm nào trên website của chúng tôi. Đặc biệt, khi mua hóa đơn trên 1 triệu đồng, bạn còn được nhận một phần quà hấp dẫn hoàn toàn miễn phí. Đặt hàng ngay tại www.superdealvn.com hoặc gọi đến hotline để được hỗ trợ! Nhanh tay kẻo lỡ nhé! Thân mến, Đội ngũ chăm sóc khách hàng"
ham,"Kính gửi bạn, Chúng tôi rất vui mừng thông báo về kế hoạch tổ chức buổi gặp mặt cựu sinh viên khóa 2010-2014. Buổi gặp gỡ sẽ diễn ra vào lúc 18h ngày 15 tháng sau tại hội trường lớn của trường. Đây là dịp để ôn lại những kỷ niệm đẹp và kết nối lại với bạn bè cùng thầy cô cũ. Vui lòng đăng ký tham dự trước ngày 10 tháng sau qua email này hoặc liên hệ trực tiếp với Văn phòng Hội Cựu Sinh Viên. Rất mong được gặp bạn! Trân trọng, Ban Tổ Chức."
spam,"Giảm cân ngay lập tức! Bạn đã bao giờ cảm thấy tự ti về cân nặng của mình? Đừng lo lắng! Sản phẩm trà giảm cân thiên nhiên ABC với công thức đột phá sẽ giúp bạn giảm đến 5kg chỉ trong 2 tuần. Với 100% thành phần tự nhiên, sản phẩm đảm bảo an toàn và không gây tác dụng phụ. Hãy gọi ngay đến hotline của chúng tôi hoặc truy cập www.traabc.com để đặt hàng và nhận ưu đãi giảm giá 20% trong hôm nay! Hãy để ABC thay đổi cuộc sống của bạn!"
ham,"Thân gửi bạn, Nhân dịp kỷ niệm 5 năm thành lập công ty, chúng tôi xin gửi lời cảm ơn chân thành đến bạn vì đã luôn đồng hành cùng chúng tôi trong thời gian qua. Để tri ân, chúng tôi dành tặng bạn một voucher mua sắm trị giá 500.000 VNĐ có thể sử dụng tại hệ thống siêu thị ABC trên toàn quốc. Vui lòng kiểm tra phần file đính kèm để biết chi tiết cách sử dụng voucher. Chúc bạn một ngày tuyệt vời! Trân trọng, Đội ngũ ABC."
spam,"Tuyệt vời! Bạn đã được chọn tham gia chương trình thử nghiệm ứng dụng mới nhất của chúng tôi! Ứng dụng XYZ mang đến trải nghiệm mua sắm hiện đại và tiện lợi, chỉ cần một cú chạm. Khi tham gia, bạn sẽ nhận ngay mã giảm giá 50% cho lần mua đầu tiên. Đăng ký ngay hôm nay tại www.xyzapp.com và trở thành một trong những người đầu tiên trải nghiệm sự khác biệt!"
